rider_record_id,policy_id,customer_id,rider_type_id,rider_premium,rider_sum_assured,rider_start_date,rider_end_date,rider_status
RDR0009834,POL0008275,CUST007112,R04,1292,1866957,2016-05-19,2025-05-19,Matured
RDR0009835,POL0004688,CUST002628,R03,4590,1062587,2022-05-25,2045-05-25,Active
RDR0009836,POL0007244,CUST004261,R01,6255,1981308,2012-07-08,2027-07-08,Active
RDR0009837,POL0006806,CUST002049,R02,1344,1132127,2010-06-08,2028-06-08,Active
RDR0009838,POL0000601,CUST000937,R02,4572,611456,2019-08-22,2034-08-22,Active
RDR0009839,POL0014099,CUST005319,R04,2546,1046947,2016-06-08,2029-06-08,Active
RDR0009840,POL0007803,CUST005187,R01,2293,1278038,2021-04-01,2033-04-01,Lapsed
RDR0009841,POL0002995,CUST009167,R05,5343,511788,2016-04-03,2025-04-03,Matured
RDR0009842,POL0010236,CUST007335,R05,3491,627257,2017-01-17,2030-01-17,Active
RDR0009843,POL0005161,CUST001679,R04,3252,1366356,2017-10-08,2036-10-08,Active
RDR0009844,POL0001172,CUST002950,R04,6156,1521260,2016-04-07,2030-04-07,Claimed-Death
RDR0009845,POL0013944,CUST008186,R05,5035,623331,2022-08-02,2042-08-02,Active
RDR0009846,POL0008591,CUST005316,R04,1222,1451302,2015-06-05,2027-06-05,Active
RDR0009847,POL0004204,CUST000958,R04,1331,1745736,2022-04-14,2036-04-14,Active
RDR0009848,POL0001229,CUST007390,R01,5087,1229139,2022-11-09,2035-11-09,Active
RDR0009849,POL0001970,CUST009633,R03,4139,1802020,2021-07-29,2044-07-29,Active
RDR0009850,POL0008463,CUST004623,R01,5176,772792,2012-05-13,2024-05-13,Matured
RDR0009851,POL0009620,CUST003258,R01,5425,955205,2014-06-04,2028-06-04,Active
RDR0009852,POL0002171,CUST007794,R03,2198,1590249,2020-11-17,2026-11-17,Active
RDR0009853,POL0013174,CUST006336,R01,6340,1741689,2010-10-08,2030-10-08,Active
RDR0009854,POL0010199,CUST005461,R02,6656,582698,2011-02-27,2017-02-27,Matured
RDR0009855,POL0003722,CUST002216,R02,1954,1356941,2010-03-16,2047-03-16,Active
RDR0009856,POL0011944,CUST005086,R03,5191,1575894,2010-07-16,2032-07-16,Active
RDR0009857,POL0012393,CUST001434,R05,2283,1773641,2010-03-20,2030-03-20,Active
RDR0009858,POL0000363,CUST004433,R04,3688,1008855,2022-01-19,2037-01-19,Active
RDR0009859,POL0000054,CUST000634,R02,5348,716258,2011-02-11,2048-02-11,Active
RDR0009860,POL0000064,CUST003777,R03,3324,1272925,2015-07-27,2038-07-27,Active
RDR0009861,POL0014438,CUST003359,R01,1794,492900,2015-09-17,2027-09-17,Active
RDR0009862,POL0009821,CUST002104,R04,5873,462245,2020-03-21,2025-03-21,Matured
RDR0009863,POL0003620,CUST003135,R03,4295,501481,2011-09-14,2026-09-14,Active
RDR0009864,POL0008237,CUST007972,R02,3972,485882,2022-04-26,2027-04-26,Active
RDR0009865,POL0004703,CUST006378,R05,1372,253505,2011-07-12,2023-07-12,Matured
RDR0009866,POL0013548,CUST002508,R05,7063,1364221,2022-06-08,2040-06-08,Active
RDR0009867,POL0008676,CUST002859,R01,6652,1039016,2011-12-11,2031-12-11,Active
RDR0009868,POL0004138,CUST005217,R01,5622,1952249,2019-03-01,2024-03-01,Matured
RDR0009869,POL0007464,CUST006774,R01,3161,1546807,2023-04-21,2028-04-21,Surrendered
RDR0009870,POL0010529,CUST003081,R03,7711,593504,2011-12-16,2035-12-16,Active
RDR0009871,POL0005372,CUST002566,R03,5072,1614359,2016-09-27,2030-09-27,Active
RDR0009872,POL0012162,CUST007390,R02,1049,684684,2011-07-28,2018-07-28,Matured
RDR0009873,POL0004470,CUST006033,R05,1597,1737086,2014-04-17,2045-04-17,Active
RDR0009874,POL0004514,CUST001643,R03,6896,1944603,2012-07-12,2030-07-12,Active
RDR0009875,POL0004361,CUST005317,R02,5132,1805608,2020-09-28,2045-09-28,Active
RDR0009876,POL0014929,CUST008091,R02,4356,1894123,2023-02-03,2054-02-03,Active
RDR0009877,POL0003349,CUST007556,R02,6250,750383,2023-02-06,2042-02-06,Active
RDR0009878,POL0002571,CUST003816,R01,5784,1390603,2012-04-03,2031-04-03,Active
RDR0009879,POL0013086,CUST002248,R04,3959,1316530,2019-08-26,2024-08-26,Matured
RDR0009880,POL0014133,CUST009570,R04,5144,1289362,2023-09-10,2028-09-10,Active
RDR0009881,POL0010965,CUST008094,R04,7159,800890,2015-08-13,2033-08-13,Active
RDR0009882,POL0014398,CUST000542,R01,7746,526952,2015-11-20,2045-11-20,Active
RDR0009883,POL0013268,CUST007097,R04,1829,729419,2017-11-21,2025-11-21,Active
RDR0009884,POL0002641,CUST002612,R02,7825,1409834,2011-01-13,2025-01-13,Matured
RDR0009885,POL0002958,CUST008577,R04,7249,1791259,2013-08-09,2024-08-09,Matured
RDR0009886,POL0003550,CUST006216,R03,1989,1436955,2021-08-24,2035-08-24,Active
RDR0009887,POL0014140,CUST000987,R01,7562,996815,2018-01-08,2056-01-08,Active
RDR0009888,POL0005308,CUST001953,R01,4820,530594,2022-02-08,2044-02-08,Active
RDR0009889,POL0009117,CUST002488,R05,6883,869843,2015-03-07,2020-03-07,Matured
RDR0009890,POL0002125,CUST000408,R04,1419,1738097,2022-01-14,2028-01-14,Active
RDR0009891,POL0012854,CUST007410,R03,5934,1813410,2023-03-14,2057-03-14,Lapsed
RDR0009892,POL0006959,CUST001860,R03,5182,1050207,2024-05-29,2034-05-29,Active
RDR0009893,POL0014022,CUST009212,R02,6013,1166961,2017-04-05,2024-04-05,Matured
RDR0009894,POL0011588,CUST000007,R01,3029,1748774,2019-06-19,2046-06-19,Active
RDR0009895,POL0004358,CUST009095,R05,6054,1660259,2015-07-20,2027-07-20,Active
RDR0009896,POL0004103,CUST002475,R02,6004,1499262,2015-12-11,2021-12-11,Matured
RDR0009897,POL0008060,CUST006723,R04,4294,612739,2023-05-23,2043-05-23,Active
RDR0009898,POL0002538,CUST006741,R01,5427,335092,2014-03-18,2019-03-18,Matured
RDR0009899,POL0013018,CUST006372,R03,3787,414211,2023-03-20,2040-03-20,Lapsed
RDR0009900,POL0001263,CUST005811,R01,7202,1642581,2011-05-10,2026-05-10,Active
RDR0009901,POL0008176,CUST009908,R04,4870,449077,2010-05-17,2026-05-17,Active
RDR0009902,POL0008327,CUST004985,R05,6818,1437330,2015-08-08,2025-08-08,Active
RDR0009903,POL0014123,CUST006033,R01,6040,1647689,2022-02-28,2032-02-28,Active
RDR0009904,POL0014313,CUST003307,R03,7579,1800355,2014-04-09,2023-04-09,Matured
RDR0009905,POL0002670,CUST009007,R01,2836,1303769,2011-09-28,2021-09-28,Lapsed
RDR0009906,POL0000924,CUST000800,R04,1274,1004605,2022-01-27,2030-01-27,Active
RDR0009907,POL0003017,CUST008226,R04,3382,1780679,2019-06-26,2040-06-26,Lapsed
RDR0009908,POL0008182,CUST008710,R03,4719,1843783,2015-11-26,2031-11-26,Active
RDR0009909,POL0011173,CUST002750,R02,5513,981384,2022-08-11,2040-08-11,Active
RDR0009910,POL0000986,CUST004470,R02,5243,1031295,2019-01-04,2031-01-04,Active
RDR0009911,POL0002222,CUST007326,R05,1928,223676,2018-07-29,2025-07-29,Active
RDR0009912,POL0012046,CUST006526,R05,6532,653330,2011-03-03,2030-03-03,Active
RDR0009913,POL0009464,CUST008702,R04,6237,1645122,2017-06-17,2051-06-17,Active
RDR0009914,POL0013383,CUST004196,R05,1198,1775398,2020-12-19,2040-12-19,Active
RDR0009915,POL0008678,CUST005720,R03,5614,455824,2011-06-02,2031-06-02,Active
RDR0009916,POL0014838,CUST002263,R01,2384,1405400,2016-08-20,2031-08-20,Active
RDR0009917,POL0013269,CUST005438,R03,4319,1219067,2014-08-09,2031-08-09,Active
RDR0009918,POL0006257,CUST001887,R02,4040,617210,2018-05-31,2025-05-31,Matured
RDR0009919,POL0011166,CUST003061,R01,2731,679627,2021-12-11,2058-12-11,Active
RDR0009920,POL0012501,CUST007893,R05,7699,1308394,2017-10-04,2032-10-04,Active
RDR0009921,POL0013057,CUST002818,R01,1543,597893,2024-05-14,2035-05-14,Active
RDR0009922,POL0002737,CUST000069,R03,1516,1890644,2016-12-12,2042-12-12,Active
RDR0009923,POL0007067,CUST006947,R01,6799,481417,2018-02-08,2037-02-08,Lapsed
RDR0009924,POL0005163,CUST008644,R01,1864,358354,2023-06-29,2033-06-29,Active
RDR0009925,POL0008508,CUST008544,R02,1293,1875037,2020-10-03,2026-10-03,Active
RDR0009926,POL0014329,CUST000955,R04,1432,1130485,2020-07-26,2042-07-26,Active
RDR0009927,POL0000314,CUST004171,R04,4194,1259428,2014-12-12,2049-12-12,Active
RDR0009928,POL0002582,CUST006214,R03,3840,1813673,2011-06-29,2023-06-29,Matured
RDR0009929,POL0000283,CUST009602,R01,5016,202696,2010-09-13,2028-09-13,Active
RDR0009930,POL0005467,CUST003142,R01,5990,1410806,2023-09-08,2041-09-08,Active
RDR0009931,POL0000999,CUST003100,R03,4751,1269246,2015-04-13,2055-04-13,Active
RDR0009932,POL0010177,CUST002743,R02,1897,504736,2018-11-08,2033-11-08,Lapsed
RDR0009933,POL0005060,CUST001791,R03,7623,1008930,2020-09-24,2030-09-24,Lapsed
RDR0009934,POL0002886,CUST006833,R04,3771,522410,2010-03-08,2034-03-08,Lapsed
RDR0009935,POL0008229,CUST002752,R04,6834,1387237,2018-02-04,2039-02-04,Active
RDR0009936,POL0004061,CUST008373,R02,1744,935390,2013-09-02,2027-09-02,Active
RDR0009937,POL0007822,CUST007844,R01,2438,1605480,2013-11-02,2032-11-02,Active
RDR0009938,POL0013475,CUST009066,R04,6185,1718758,2015-02-24,2034-02-24,Active
RDR0009939,POL0007619,CUST006673,R04,2779,939163,2017-07-17,2026-07-17,Lapsed
RDR0009940,POL0009484,CUST005441,R01,3595,1179801,2014-10-02,2034-10-02,Active
RDR0009941,POL0010872,CUST002016,R03,4738,1674366,2017-02-11,2041-02-11,Active
RDR0009942,POL0004501,CUST006900,R02,4376,509680,2011-11-07,2033-11-07,Active
RDR0009943,POL0014347,CUST007378,R05,3810,1789541,2020-04-01,2029-04-01,Active
RDR0009944,POL0013722,CUST006763,R03,4339,681636,2021-07-17,2035-07-17,Active
RDR0009945,POL0000564,CUST009985,R02,3185,1984012,2021-12-19,2056-12-19,Active
RDR0009946,POL0007861,CUST002878,R03,4560,1704620,2011-11-15,2022-11-15,Matured
RDR0009947,POL0000856,CUST001227,R04,5963,902434,2012-03-07,2034-03-07,Active
RDR0009948,POL0013269,CUST005438,R02,1020,618075,2014-08-09,2031-08-09,Active
RDR0009949,POL0001003,CUST003684,R04,3459,1390100,2023-03-01,2043-03-01,Active
RDR0009950,POL0006224,CUST005291,R01,5598,1924998,2015-01-08,2035-01-08,Active
RDR0009951,POL0004017,CUST007068,R01,2495,1066820,2020-08-07,2058-08-07,Active
RDR0009952,POL0000930,CUST008663,R05,6552,1170848,2012-05-03,2020-05-03,Matured
RDR0009953,POL0001220,CUST006801,R03,3098,890997,2018-07-29,2023-07-29,Matured
RDR0009954,POL0004669,CUST002120,R05,1610,1608399,2013-10-02,2028-10-02,Claimed-Death
RDR0009955,POL0009542,CUST008261,R01,5113,1903461,2020-03-15,2035-03-15,Active
RDR0009956,POL0014269,CUST003179,R04,1874,570851,2021-02-16,2041-02-16,Active
RDR0009957,POL0001207,CUST007181,R01,1292,206550,2023-04-10,2032-04-10,Active
RDR0009958,POL0009130,CUST003649,R05,5811,337443,2012-07-17,2020-07-17,Matured
RDR0009959,POL0010480,CUST006589,R01,5862,397167,2010-01-19,2020-01-19,Lapsed
RDR0009960,POL0000620,CUST007505,R04,1653,443742,2020-06-13,2028-06-13,Active
RDR0009961,POL0014742,CUST009137,R03,6094,1163967,2020-01-24,2030-01-24,Active
RDR0009962,POL0006454,CUST005590,R03,5269,611289,2019-11-08,2029-11-08,Active
RDR0009963,POL0013029,CUST003305,R03,6611,1987298,2011-02-08,2029-02-08,Active
RDR0009964,POL0012068,CUST005580,R02,4521,389767,2022-09-26,2035-09-26,Active
RDR0009965,POL0009905,CUST008384,R04,3984,718876,2023-08-20,2038-08-20,Active
RDR0009966,POL0010832,CUST005055,R01,3988,266175,2013-08-16,2021-08-16,Matured
RDR0009967,POL0011575,CUST009578,R04,2413,529319,2022-11-02,2031-11-02,Active
RDR0009968,POL0000781,CUST009141,R02,4331,225294,2021-03-13,2030-03-13,Active
RDR0009969,POL0007523,CUST000469,R04,5317,569288,2018-06-26,2028-06-26,Active
RDR0009970,POL0012663,CUST003983,R04,4544,1148870,2017-10-10,2031-10-10,Active
RDR0009971,POL0000646,CUST008290,R01,2995,586396,2020-12-10,2035-12-10,Active
RDR0009972,POL0001167,CUST003336,R02,2486,1465952,2014-11-02,2034-11-02,Active
RDR0009973,POL0008730,CUST008154,R02,6307,428820,2019-03-22,2036-03-22,Active
RDR0009974,POL0002017,CUST007261,R05,3915,306631,2016-01-28,2034-01-28,Active
RDR0009975,POL0009964,CUST009215,R03,2047,325796,2014-08-04,2052-08-04,Active
RDR0009976,POL0003398,CUST006992,R05,4511,857156,2017-03-23,2035-03-23,Active
RDR0009977,POL0005435,CUST004394,R01,2726,1909254,2013-06-22,2027-06-22,Active
RDR0009978,POL0014777,CUST000019,R02,6710,248967,2012-03-08,2027-03-08,Lapsed
RDR0009979,POL0000965,CUST009920,R01,3598,1945922,2018-03-12,2033-03-12,Active
RDR0009980,POL0006152,CUST009487,R03,4711,459110,2021-04-19,2055-04-19,Lapsed
RDR0009981,POL0003341,CUST009706,R03,3822,873538,2021-01-31,2061-01-31,Active
RDR0009982,POL0001073,CUST008617,R03,2302,1822914,2020-06-20,2026-06-20,Active
RDR0009983,POL0009507,CUST005627,R05,7693,1004026,2017-01-26,2033-01-26,Active
RDR0009984,POL0013978,CUST001210,R04,1312,317751,2014-05-13,2029-05-13,Active
RDR0009985,POL0013704,CUST008191,R03,3764,1636612,2022-11-19,2028-11-19,Lapsed
RDR0009986,POL0014561,CUST008084,R04,7128,765262,2016-10-07,2037-10-07,Active
RDR0009987,POL0007503,CUST002347,R05,5085,1990277,2016-10-16,2032-10-16,Active
RDR0009988,POL0010583,CUST003022,R03,3321,1655433,2023-10-27,2038-10-27,Active
RDR0009989,POL0005139,CUST001083,R04,1299,853665,2010-03-03,2020-03-03,Matured
RDR0009990,POL0006842,CUST001825,R02,6703,575451,2010-05-21,2021-05-21,Matured
RDR0009991,POL0005279,CUST001918,R01,5757,1602693,2017-03-30,2035-03-30,Active
RDR0009992,POL0007563,CUST006003,R01,3798,343127,2018-10-04,2036-10-04,Active
RDR0009993,POL0005077,CUST005648,R04,5441,822200,2019-10-16,2034-10-16,Active
RDR0009994,POL0005413,CUST001574,R03,5946,898719,2017-10-29,2033-10-29,Active
RDR0009995,POL0000029,CUST006512,R03,7853,1928438,2014-04-08,2050-04-08,Active
RDR0009996,POL0002207,CUST005862,R01,4282,1600573,2014-08-11,2025-08-11,Lapsed
RDR0009997,POL0010293,CUST002650,R04,6919,958302,2019-07-25,2041-07-25,Active
RDR0009998,POL0004958,CUST006439,R03,1058,317773,2015-04-13,2020-04-13,Matured
RDR0009999,POL0014295,CUST000605,R01,1625,1994334,2019-04-22,2037-04-22,Active
RDR0010000,POL0002725,CUST007429,R01,5358,369223,2018-08-02,2039-08-02,Active
RDR0010001,POL0007042,CUST005777,R03,4844,1189863,2013-02-16,2049-02-16,Active
RDR0010002,POL0008851,CUST006420,R03,1446,1199062,2023-08-29,2039-08-29,Active
RDR0010003,POL0011383,CUST008699,R05,1092,1876485,2021-05-22,2052-05-22,Active
RDR0010004,POL0004287,CUST002990,R03,6869,1971826,2011-11-20,2026-11-20,Active
RDR0010005,POL0010955,CUST009103,R02,2416,1872991,2018-07-07,2032-07-07,Active
RDR0010006,POL0013542,CUST005531,R02,5983,559993,2014-04-13,2023-04-13,Matured
RDR0010007,POL0012578,CUST009578,R03,1324,814560,2017-03-02,2028-03-02,Lapsed
RDR0010008,POL0007491,CUST006605,R03,5736,459649,2020-09-14,2030-09-14,Active
RDR0010009,POL0003845,CUST009720,R01,5718,1963085,2023-09-21,2034-09-21,Active
RDR0010010,POL0011451,CUST006975,R01,5765,564526,2021-06-17,2055-06-17,Active
RDR0010011,POL0005103,CUST009246,R02,5613,1983512,2021-01-07,2041-01-07,Active
RDR0010012,POL0003769,CUST007171,R01,7422,309998,2017-01-13,2026-01-13,Active
RDR0010013,POL0008650,CUST006791,R04,6196,1268833,2014-12-13,2035-12-13,Active
RDR0010014,POL0013858,CUST007859,R02,3758,1251295,2020-05-30,2028-05-30,Lapsed
RDR0010015,POL0000450,CUST007148,R01,4464,1366788,2022-11-23,2049-11-23,Active
RDR0010016,POL0004191,CUST008407,R01,3064,1692477,2014-08-24,2022-08-24,Matured
RDR0010017,POL0002115,CUST005257,R03,6116,883073,2010-04-11,2034-04-11,Active
RDR0010018,POL0014706,CUST009677,R01,7104,1850151,2010-12-02,2022-12-02,Matured
RDR0010019,POL0010321,CUST009342,R02,6621,1946071,2012-07-04,2034-07-04,Active
RDR0010020,POL0013370,CUST000211,R02,2742,597731,2021-09-06,2034-09-06,Active
RDR0010021,POL0008642,CUST005063,R05,4093,1545440,2018-01-27,2032-01-27,Active
RDR0010022,POL0014719,CUST008140,R05,4040,1869037,2019-06-23,2037-06-23,Active
RDR0010023,POL0001685,CUST006110,R04,5552,737805,2019-08-29,2038-08-29,Active
RDR0010024,POL0014551,CUST005157,R05,3521,560713,2018-01-03,2031-01-03,Active
RDR0010025,POL0005979,CUST009904,R01,3315,1513691,2010-04-16,2027-04-16,Active
RDR0010026,POL0007805,CUST004841,R03,5629,337716,2010-04-29,2030-04-29,Active
RDR0010027,POL0006373,CUST000374,R05,7268,755452,2016-06-17,2025-06-17,Matured
RDR0010028,POL0013791,CUST006411,R01,1506,958407,2023-04-28,2033-04-28,Active
RDR0010029,POL0012471,CUST002193,R05,4073,1987311,2010-10-28,2027-10-28,Surrendered
RDR0010030,POL0004182,CUST008658,R01,3558,499982,2022-09-15,2042-09-15,Active
RDR0010031,POL0000582,CUST007205,R03,7476,1220300,2020-03-09,2038-03-09,Active
RDR0010032,POL0011405,CUST006327,R04,1031,940250,2016-04-28,2031-04-28,Active
RDR0010033,POL0009970,CUST003216,R04,5280,817947,2016-05-01,2035-05-01,Surrendered
RDR0010034,POL0012142,CUST006683,R02,5623,1456419,2023-10-25,2033-10-25,Active
RDR0010035,POL0002923,CUST000374,R03,7577,1038015,2013-07-17,2018-07-17,Matured
RDR0010036,POL0011271,CUST002044,R04,1862,864937,2014-05-18,2037-05-18,Lapsed
RDR0010037,POL0004324,CUST005708,R04,3559,1964139,2016-08-23,2024-08-23,Matured
RDR0010038,POL0000624,CUST008208,R04,6968,926117,2023-10-19,2034-10-19,Active
RDR0010039,POL0013889,CUST006260,R01,5218,772882,2013-07-19,2021-07-19,Matured
RDR0010040,POL0004856,CUST009671,R03,7383,489076,2020-08-17,2040-08-17,Active
RDR0010041,POL0001403,CUST004039,R04,3127,1727166,2020-11-12,2052-11-12,Active
RDR0010042,POL0009258,CUST007984,R04,3187,1906179,2014-11-24,2024-11-24,Matured
RDR0010043,POL0007099,CUST009089,R01,5253,1583728,2012-11-28,2022-11-28,Matured
RDR0010044,POL0008450,CUST003324,R03,1577,455058,2015-01-11,2043-01-11,Active
RDR0010045,POL0003658,CUST000954,R02,2915,255680,2016-02-13,2034-02-13,Active
RDR0010046,POL0006808,CUST000490,R04,2788,1087432,2024-05-06,2039-05-06,Active
RDR0010047,POL0003554,CUST009729,R01,5664,1564763,2010-06-05,2028-06-05,Active
RDR0010048,POL0011167,CUST003717,R05,6128,1373463,2018-11-07,2027-11-07,Active
RDR0010049,POL0007730,CUST004193,R02,1346,848587,2022-01-18,2048-01-18,Active
RDR0010050,POL0010779,CUST008720,R01,7568,1186738,2019-11-08,2041-11-08,Active
RDR0010051,POL0001204,CUST008069,R05,5424,1740620,2011-01-25,2017-01-25,Matured
RDR0010052,POL0014262,CUST004749,R02,6353,312237,2024-02-08,2033-02-08,Active
RDR0010053,POL0011150,CUST008615,R01,1541,600304,2020-02-14,2039-02-14,Active
RDR0010054,POL0005400,CUST003106,R03,6321,465866,2019-01-31,2039-01-31,Active
RDR0010055,POL0007651,CUST008759,R03,7896,1170831,2022-02-26,2052-02-26,Active
RDR0010056,POL0007041,CUST009511,R03,5503,1741361,2020-12-02,2034-12-02,Active
RDR0010057,POL0003259,CUST006051,R03,2246,1490912,2013-08-21,2022-08-21,Matured
RDR0010058,POL0011663,CUST007404,R03,2840,871437,2020-09-29,2037-09-29,Active
RDR0010059,POL0009791,CUST007511,R05,7029,962107,2022-10-14,2037-10-14,Active
RDR0010060,POL0011229,CUST009553,R02,1852,416340,2022-04-15,2029-04-15,Surrendered
RDR0010061,POL0005009,CUST001700,R03,1304,620581,2011-08-13,2027-08-13,Active
RDR0010062,POL0010128,CUST005154,R04,3988,717200,2018-09-14,2043-09-14,Active
RDR0010063,POL0002176,CUST008972,R05,6943,884106,2020-08-08,2038-08-08,Lapsed
RDR0010064,POL0011739,CUST001859,R04,2248,1038354,2015-01-22,2043-01-22,Active
RDR0010065,POL0012799,CUST000545,R03,7121,1087948,2020-10-31,2036-10-31,Active
RDR0010066,POL0004097,CUST000990,R03,1289,1822018,2021-05-18,2045-05-18,Active
RDR0010067,POL0006379,CUST005751,R01,5858,1305808,2014-06-03,2049-06-03,Active
RDR0010068,POL0012049,CUST007404,R04,5909,791740,2019-04-10,2031-04-10,Active
RDR0010069,POL0011004,CUST002338,R04,3864,223334,2014-03-19,2044-03-19,Active
RDR0010070,POL0004868,CUST004960,R02,2750,569845,2012-08-05,2031-08-05,Active
RDR0010071,POL0014635,CUST005942,R05,7957,702005,2016-05-09,2025-05-09,Matured
RDR0010072,POL0004662,CUST009862,R04,3173,1336225,2021-03-02,2027-03-02,Active
RDR0010073,POL0004751,CUST001545,R05,7861,648021,2016-05-06,2031-05-06,Active
RDR0010074,POL0000886,CUST007026,R05,3135,1953155,2016-10-28,2042-10-28,Active
RDR0010075,POL0012587,CUST005110,R04,7159,1405585,2016-06-11,2026-06-11,Active
RDR0010076,POL0013869,CUST008120,R01,1170,516030,2015-06-24,2020-06-24,Matured
RDR0010077,POL0011552,CUST004692,R05,4537,420988,2018-04-23,2041-04-23,Active
RDR0010078,POL0003404,CUST008978,R05,5420,370075,2022-06-15,2039-06-15,Active
RDR0010079,POL0002159,CUST003224,R04,4612,1841115,2023-02-14,2032-02-14,Active
RDR0010080,POL0009025,CUST007179,R04,6304,390913,2010-12-14,2015-12-14,Matured
RDR0010081,POL0014999,CUST009281,R05,1086,1967074,2012-04-23,2026-04-23,Active
RDR0010082,POL0001466,CUST007892,R03,2363,241104,2012-04-25,2024-04-25,Matured
RDR0010083,POL0003138,CUST007401,R02,5682,566411,2020-12-03,2030-12-03,Active
RDR0010084,POL0009272,CUST006406,R01,5636,220560,2010-10-26,2048-10-26,Active
RDR0010085,POL0000211,CUST001925,R04,3554,680914,2014-08-21,2019-08-21,Matured
RDR0010086,POL0002619,CUST007718,R03,1780,1214766,2019-06-21,2025-06-21,Matured
RDR0010087,POL0009168,CUST001763,R05,3034,1697364,2021-11-11,2039-11-11,Lapsed
RDR0010088,POL0000999,CUST003100,R04,7141,1817137,2015-04-13,2055-04-13,Active
RDR0010089,POL0006138,CUST008389,R01,5680,1642825,2017-03-11,2034-03-11,Lapsed
RDR0010090,POL0011766,CUST008625,R04,2178,1230914,2022-10-19,2058-10-19,Active
RDR0010091,POL0005865,CUST004296,R03,1505,715487,2022-06-19,2047-06-19,Active
RDR0010092,POL0008326,CUST005357,R05,3238,1435821,2015-05-13,2030-05-13,Active
RDR0010093,POL0004351,CUST006710,R05,1404,1970632,2010-01-27,2024-01-27,Matured
RDR0010094,POL0001743,CUST005746,R03,5242,1212092,2014-03-02,2027-03-02,Active
RDR0010095,POL0010413,CUST005648,R01,7520,1196724,2011-02-08,2019-02-08,Matured
RDR0010096,POL0006261,CUST007895,R04,2500,1168781,2016-08-31,2038-08-31,Active
RDR0010097,POL0002797,CUST006901,R02,5597,1420665,2021-11-03,2038-11-03,Active
RDR0010098,POL0005207,CUST009617,R02,7188,977830,2023-05-17,2034-05-17,Active
RDR0010099,POL0000216,CUST003871,R01,7359,1938587,2013-03-09,2030-03-09,Active
RDR0010100,POL0004431,CUST002123,R03,6599,1973856,2013-06-12,2035-06-12,Surrendered
RDR0010101,POL0010889,CUST005726,R01,5254,450820,2022-05-18,2058-05-18,Active
RDR0010102,POL0003028,CUST008006,R05,3854,1106418,2020-06-12,2040-06-12,Active
RDR0010103,POL0006949,CUST008506,R01,2513,1465548,2017-07-14,2029-07-14,Active
RDR0010104,POL0011341,CUST003631,R05,4653,1320766,2012-06-23,2017-06-23,Matured
RDR0010105,POL0012591,CUST001643,R02,5814,395783,2024-05-28,2039-05-28,Active
RDR0010106,POL0014961,CUST008306,R05,1241,1307381,2023-08-25,2057-08-25,Lapsed
RDR0010107,POL0007932,CUST000687,R01,3482,1879178,2023-07-14,2047-07-14,Active
RDR0010108,POL0000067,CUST001572,R03,2820,1898570,2023-10-31,2036-10-31,Active
RDR0010109,POL0008686,CUST001226,R02,5239,589060,2011-01-20,2022-01-20,Matured
RDR0010110,POL0011741,CUST002060,R02,2975,831644,2012-03-12,2025-03-12,Matured
RDR0010111,POL0006290,CUST005494,R02,5131,1078684,2011-01-18,2031-01-18,Lapsed
RDR0010112,POL0012346,CUST006617,R03,6674,609959,2016-04-23,2038-04-23,Lapsed
RDR0010113,POL0001455,CUST003606,R02,2331,593898,2013-04-11,2031-04-11,Active
RDR0010114,POL0012261,CUST003560,R01,5571,296697,2016-08-15,2023-08-15,Matured
RDR0010115,POL0007498,CUST009072,R04,3793,1149040,2018-12-26,2056-12-26,Active
RDR0010116,POL0008084,CUST002513,R01,4366,1778958,2022-10-08,2028-10-08,Active
RDR0010117,POL0003062,CUST004147,R02,6998,1399478,2017-08-22,2040-08-22,Active
RDR0010118,POL0002982,CUST000134,R02,4855,1523688,2019-10-29,2030-10-29,Active
RDR0010119,POL0012929,CUST007605,R01,1801,1084953,2018-04-13,2034-04-13,Lapsed
RDR0010120,POL0003314,CUST003034,R04,5452,1988433,2023-01-01,2042-01-01,Active
RDR0010121,POL0002022,CUST001459,R03,5411,1630403,2022-09-06,2038-09-06,Active
RDR0010122,POL0007854,CUST008412,R02,4789,822994,2013-07-03,2043-07-03,Active
RDR0010123,POL0005702,CUST003004,R01,5048,1569017,2020-05-13,2039-05-13,Active
RDR0010124,POL0007666,CUST003215,R02,5456,1297757,2016-11-26,2032-11-26,Active
RDR0010125,POL0013511,CUST008325,R03,7344,482989,2021-03-02,2028-03-02,Active
RDR0010126,POL0014816,CUST007214,R05,7252,1322833,2012-01-11,2052-01-11,Surrendered
RDR0010127,POL0003603,CUST009512,R02,7658,1129728,2019-12-07,2036-12-07,Active
RDR0010128,POL0002388,CUST001417,R04,7717,1180604,2011-06-01,2024-06-01,Matured
RDR0010129,POL0012349,CUST002064,R02,3630,1681728,2018-05-08,2035-05-08,Active
RDR0010130,POL0010288,CUST008466,R04,1585,1240028,2012-12-20,2026-12-20,Active
RDR0010131,POL0010394,CUST000275,R01,1188,1856659,2022-11-14,2037-11-14,Active
RDR0010132,POL0003060,CUST003336,R01,1755,1616871,2015-05-14,2030-05-14,Active
RDR0010133,POL0012091,CUST006230,R03,3499,308360,2024-05-24,2029-05-24,Active
RDR0010134,POL0009892,CUST009817,R01,2507,1795764,2017-11-09,2034-11-09,Active
RDR0010135,POL0009991,CUST002879,R03,3880,883693,2017-03-15,2026-03-15,Active
